49.4,50.4
102.27,66.66
84.07,6.14
89.27,34.94
21.67,46.14
39.87,63.46
49.83,8.8
70.2,60.8
58.5,61.86
86.67,73.06
90.13,76.54
88.4,73.6
67.6,6.94
117.87,72.54
119.6,74.66
87.1,54.66
45.07,52.0
94.03,68.54
61.53,13.06
67.17,39.2
26.0,62.94
57.2,35.2
99.67,33.6
53.73,67.2
90.57,20.0
42.03,69.34
63.27,33.06
99.67,65.6
49.4,29.6
51.57,21.06
52.43,20.0
47.23,28.26
55.03,67.46
48.53,74.66
49.83,74.4
74.1,59.74
64.57,56.26
71.07,52.0
85.8,59.74
84.5,21.06
83.2,19.46
105.3,41.6
53.3,58.14
85.8,64.54
